ID,ProdID,TimeStamp,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Price,Tags,TimeStampDay,Total_Spend,Day_Of_Week,Hour,Year,Month
4.0,8.0,2020-11-03 17:00:12+00:00,0.0,34.0,"health, aromatherapy, aromatherapy",pursonic,"Pursonic, 100% Pure Essential Oil Set, 14-pack",https://i5.walmartimages.com/asr/a43dc791-e74d-4050-903a-c42cf9faac13_1.5b50a59b987f8e73cba79e5d65fa0dd6.jpeg | https://i5.walmartimages.com/asr/60dc62b3-c472-49c2-96eb-0e85850550d1_1.dfde5bfba976afba701216449d75109d.jpeg | https://i5.walmartimages.com/asr/f99d6b15-643d-4616-8f14-f8f6b8203ed0_1.ed4c51fad902696464e476116dbbced1.jpeg | https://i5.walmartimages.com/asr/913866f0-0676-4735-8bd5-36818330b28d_1.2f54b61c0db486fa74b7a27d02de4769.jpeg,"pursonic, essential, oils, ultimate, gift, nature, aromatic, essences, plants, remarkable, ability, affect, persons, improve, environment, explore, essential, oils, offered, pursonic, help, achieve, physical, emotional, mental, spiritual, help, stimulate, senses, enable, sink, relaxed, world, serenity, healing, self, balance, pursonic, essential, oils, compatible, aroma, diffusers, humidifiers, adding, drops, oil, combined, water, diffusers, humidifiers, release, scented, vapor, atmosphere, spa, like, feeling, room, house, office, pursonic, pure, essential, aroma, oils, 14, pack, pursonic, 14, pack, collection, includes, 10ml, eucalyptus, lavender, lemon, grass, orange, peppermint, tea, tree, bergamot, cinnamon, leaf, clary, sage, grapefruit, lime, patchouli, rosemary, spearmint, 100, percent, pure, therapeutic, essential, oils, fillers, additives, bases, carriers, added, uses, aromatherapy, custom, massage, body, oils, vaporizer, diffusion, oil, burner, inhalation, compress, perfume, blends, spa, home, care, cleaning, products, pursonic, essential, oils, compatible, aroma, diffusers, humidifiers, adding, drops, oil, combined, water, diffusers, humidifiers, release, scented, vapor, atmosphere",26.99,"pursonic, 100, pure, essential, oil, set, 14, pack, wal, mart",2020-11-03,26.99,1,17,2020,11
4.0,1.0,2020-11-03 17:14:05+00:00,0.0,60.0,"household, essentials, laundry, fabric, softener, suavitel, fabric, softener",suavitel,"Suavitel Complete Fabric Softener, Sunshine Bloom, 89 Small Loads",https://i5.walmartimages.com/asr/ea9736c5-218d-4136-ab52-45625f2d0c84.f69717a4871fc37e8bf25b770571ecb6.png | https://i5.walmartimages.com/asr/0213e53b-a66e-4d11-882e-6c2f276582d1.63a1239d0f8b9ad0b8ff0d010b464e1f.jpeg | https://i5.walmartimages.com/asr/119a6182-c6a7-4e7c-b09b-ac72188bc800.e2c4a8a5834b4ec43ba620dd15875a59.jpeg | https://i5.walmartimages.com/asr/5124c617-95e7-4fb2-9a4e-9e919eb1f862.f842d5f80bb97f49e515d740ac991e50.jpeg | https://i5.walmartimages.com/asr/9ebb681e-9025-4b4f-a710-96838f6e4716.406f3bfc261f4c90b1bcf24e94439091.jpeg | https://i5.walmartimages.com/asr/c74df243-3873-40bc-b222-df9047be9531.af5e9c0e10e15cd9f5bae790d0a05190.jpeg | https://i5.walmartimages.com/asr/f9355cb9-c68e-40b3-8ae4-67629861b8a4.21bbbfe8ee8f01bedb8d448e2221413f.jpeg | https://i5.walmartimages.com/asr/74d32693-a969-4ba1-9aad-97fe87f5bc89.d756c836efd5a58d65cd918828f301d8.jpeg | https://i5.walmartimages.com/asr/258448fc-318b-4ef6-9339-4d1048690975.730c5d243f213b0a6bff83482138ec57.jpeg | https://i5.walmartimages.com/asr/4dd5fd61-c6c4-46c2-a411-ac030dbaea3b.b00486d85d02de57a16d12b1da3433cc.jpeg | https://i5.walmartimages.com/asr/04a1a313-b55d-4251-a61f-62470297c1dc_1.4145fc170cf4b4a9fb9682a06dda94aa.png,"todays, busy, world, use, easy, way, care, clothes, suavitel, complete, formula, superior, technology, deposits, fabric, fibers, provide, advanced, softening, long, lasting, color, protection, fewer, wrinkles, delivering, irresistible, freshness, family, love, suavitel, complete, keeps, clothes, looking, newer, longer, helps, clothes, looking, newer, longer, superior, technology, color, protection, fewer, wrinkles, advanced, softening, sunshine, bloom, fragrance",6.84,"suavitel, complete, fabric, softener, sunshine, bloom, 89, small, loads, wal, mart",2020-11-03,6.84,1,17,2020,11
5.0,6.0,2020-07-07 16:41:19+00:00,4.3,226.0,"household, essentials, paper, plastic, trash, bags, small","color, scents","Color Scents Small Trash Bags - 70 Bags, 4 Gallon, Twist Tie - Lavender",https://i5.walmartimages.com/asr/575a4d80-5287-41cf-b82d-5af6d73d74dd_1.aaa1c45b9dadddb80fa393ec7454a4fe.png | https://i5.walmartimages.com/asr/fd1260cd-07c6-4b22-a27a-3908588a2172_1.b05988428237afa24e33e09cb692d958.png | https://i5.walmartimages.com/asr/144f7936-8a0b-4223-a799-d505a7912b72_1.1ece4a4fc2f1d3c045234ee411e6e846.png,"fits, 4, gallon, cans, ideal, size, diaper, pet, pack, 2, color, scents, twist, tie, trash, bags, lavender, 4, gallon, 70, count, squeeze, sniff, design, escape, ordinary, 4, gallon, trash, bags, twist, tie, closure, ideal, use, bathroom, available, 2, pack",3.98,"color, scents, small, trash, bags, 70, bags, 4, gallon, twist, tie, lavender, wal, mart",2020-07-07,3.98,1,16,2020,7
5.0,822199.0,2020-07-21 15:24:06+00:00,4.4,52.0,"household, essentials, cleaning, supplies, dishwashing, dishwasher, detergent","great, value","Great Value Advanced Automatic Dishwasher Pacs, Fresh Scent, 48 Count",https://i5.walmartimages.com/asr/6099e1a0-0cd8-4ebd-a115-aae6b47204e9.10b8464991768abc06f0ae17f4f2451e.jpeg | https://i5.walmartimages.com/asr/c4a0ca83-a36d-4955-b86d-02ff272c07a6.0b5c335ef8b1f436bb50eebbf7d4ff5b.jpeg | https://i5.walmartimages.com/asr/bfab746c-7a63-40ba-8b53-b11e9e717d0f.b444309082cfe3670412411e41c8a5f4.jpeg | https://i5.walmartimages.com/asr/f560b549-6ed1-4f0d-8476-7c1f2bb5507c.a103270cac61a8d0139d80b2065424c0.jpeg | https://i5.walmartimages.com/asr/424596c1-80ff-41c7-b371-1096d0d1a70f.ba838908298cdecda2f6ab5a627aa6f2.jpeg | https://i5.walmartimages.com/asr/2c412d1f-88a1-4b4c-b174-7557746f1035.6ce029843e02903cfbb7ebe0861533e4.jpeg | https://i5.walmartimages.com/asr/240f9879-4f9e-4d95-8c32-f01915b98485.eb5f5d2f762b10f2d6a843a6d97a9e9c.jpeg,"new, great, value, advanced, automatic, dishwasher, pacs, premium, triple, action, formula, easily, cleans, 24, hour, stuck, food, pre, rinse, required, dishes, sparkling, fresh, powerful, clean, premium, formula, contains, enzymes, tackle, grease, stains, residue, protecting, glass, corrosion, dishwasher, pacs, tough, grease, stuck, food, safe, septic, systems, great, value, advanced, dishwasher, pacs, key, incredible, affordable, clean, great, value, products, provide, families, affordable, high, quality, grocery, household, consumable, options, wide, range, product, categories, spanning, grocery, household, consumables, offer, variety, products, familys, needs, products, conveniently, available, online, walmart, stores, nationwide, allowing, stock, save, money, time, great, value, advanced, automatic, dishwasher, pacs, fresh, scent, 48, count, tough, grease, stains, residue, pre, rinse, required, triple, action, formula, cleans, 24, hour, stuck, food, powerful, clean, clean, fresh, scent, plastic, tub, recyclable",8.64,"great, value, advanced, automatic, dishwasher, pacs, fresh, scent, 48, count, wal, mart",2020-07-21,8.64,1,15,2020,7
5.0,5.0,2020-07-21 20:04:47+00:00,4.2,37.0,"household, essentials, air, fresheners, car, air, fresheners, car, air, fresheners","yankee, candle","Yankee Candle Car Jar Classic Auto ,Home & Office Air Freshener Beach Walk-3 PK",https://i5.walmartimages.com/asr/d4ff77e3-496f-45be-8b6e-63b8b2b38051_1.cce276bc534da0195a1c6dd7e55d8acb.jpeg | https://i5.walmartimages.com/asr/41f625c1-b7c6-42e5-b4be-88c8e2c1add5_1.f3f90ff2414a3d21045b38d892452fbc.jpeg,"enjoy, refreshing, scent, yankee, candle, car, jar, classic, auto, home, office, air, fresheners, beach, walk, feature, scent, refreshing, salt, water, sea, musk, warmed, sunny, notes, tangerine, orange, blossom, yankee, candle, beach, air, fresheners, outfitted, ropes, easy, use, rearview, mirrors, hooks, ideal, use, musty, space, including, closets, office, cubicles, washrooms, multipack, includes, jar, shaped, air, fresheners, lasts, weeks, yankee, candle, car, jar, classic, auto, home, office, air, freshener, beach, walk, 3, pack, neutralizes, unpleasant, odors, freshens, air, automobile, home, office, small, space, cardboard, paper, air, freshener, famous, yankee, candle, shape, ideal, cars, lockers, closets, rvs, boats, fragrance, life, 2, 4, weeks, authentic, true, life, beach, walk, scent, refreshing, salt, water, sea, musk, notes, tangerine, orange, blossom, 3, pack, yankee, candle, air, fresheners",12.05,"yankee, candle, car, jar, classic, auto, home, office, air, freshener, beach, pk, wal, mart",2020-07-21,12.05,1,20,2020,7
5.0,79.0,2020-08-04 15:51:16+00:00,4.8,1446.0,"household, essentials, paper, plastic, disposable, tabletop, paper, plates",dixie,"Dixie Everyday Paper Snack or Dessert Plates, 7&quot, 50 Count",https://i5.walmartimages.com/asr/f5cf70ac-0954-4b20-a201-e5a5f9e8e7d9_1.3b36affc6958576b563e09f3df5f445a.jpeg | https://i5.walmartimages.com/asr/bce8ab98-834d-408d-855b-b51691a90e02_1.5390e8fb4d70b04b272844503fd28125.jpeg | https://i5.walmartimages.com/asr/664bf734-a446-4d72-97a8-f14d5ca8425a_1.4264d74fdc1d4ff36206e2790cfafaaa.jpeg | https://i5.walmartimages.com/asr/afe9137c-8682-4be2-a616-e533e2b4b849_2.33292a82bd5b0039c4445f0a9f71d522.png | https://i5.walmartimages.com/asr/519eb0fd-5353-4a8b-8c1e-0561c74bd496_4.97529fe335908e85dfc5bfbd5eb9995e.png | https://i5.walmartimages.com/asr/1450cb10-c830-4a20-858f-353e5256d962_2.e825bb22cd8bd681e14acfcbd2f08ad6.jpeg | https://i5.walmartimages.com/asr/914713d7-c084-489c-b550-3a8ffbea4eb2_2.0f4db1c031ce06fbafd0639f4f8d9670.jpeg | https://i5.walmartimages.com/asr/63b7289e-a93a-44d1-823e-b457469cac5b_1.9d7856f2c6925d4f7b81d294bd0f4746.jpeg | https://i5.walmartimages.com/asr/717c21af-7388-4207-a255-f244d389155b_1.dd6e3318b52ba03c2298e6aab7bac50a.jpeg,"meals, easy, convenient, dixie, everyday, paper, plates, times, stronger, leading, comparable, store, brand, paper, plate, double, servings, dixie, paper, plates, soak, proof, shield, handle, salad, dressing, burger, grease, cut, resistant, microwavable, reheating, leftovers, breeze, perfect, quick, snacks, togethers, family, friends, ll, love, having, disposable, plates, hand, dixie, products, offer, hassle, free, convenience, attractive, designs, affordable, price, dixie, everyday, disposable, dinner, plates, versatile, affordable, focus, day, dishes, spend, time, sink, time, table, dixie, everyday, paper, meals, easy, convenient, dixie, everyday, paper, plates, times, stronger, leading, comparable, store, brand, paper, plate, double, servings, dixie, paper, plates, soak, proof, shield, handle, salad, dressing, burger, grease, cut, resistant, microwavable, reheating, leftovers, breeze, perfect, quick, snacks, togethers, family, friends, ll, love, having, disposable, plates, hand, dixie, products, offer, hassle, free, convenience, attractive, designs, affordable, price, dixie, everyday, disposable, dinner, plates, versatile, affordable, focus, day, dishes, spend, time, sink, time, table, dixie, everyday, paper, plates, 50, plates, pack, paper, plate, microwavable, cut, resistant, soak, proof, shield, ideal, size, snacks, desserts",2.48,"dixie, everyday, paper, snack, dessert, plates, 50, count, wal, mart",2020-08-04,2.48,1,15,2020,8
5.0,3.0,2020-08-05 06:25:27+00:00,4.6,69.0,"personal, care, bath, body, hand, soaps",purell,"(Pack of 300) - PURELL Hand Sanitizing Wipes, Alcohol Formula, Fragrance Free, Individually Wrapped Hand Wipes -9020-06-EC",https://i5.walmartimages.com/asr/ce3f3283-43f7-4e9e-8be8-3ec0c2e8495d_1.a4ddb7a47115798ba4407393d21b079f.jpeg | https://i5.walmartimages.com/asr/004b0fc9-c9c5-4875-96a0-1aa269246cdf_1.88215c80f422de80a3164a66b1039c1c.jpeg | https://i5.walmartimages.com/asr/12b935b7-0b17-47af-8e61-945c70a54050_1.ceec70799a93e5926620267fbc56b32e.jpeg | https://i5.walmartimages.com/asr/321c7ff9-0d47-4bb5-bc3a-af5650c7e969_1.5a154c3940c910aa6350c998aad833dc.jpeg | https://i5.walmartimages.com/asr/608fd522-ae13-4a7f-8626-96885b8f769e_1.59fdc4bd45b4051b182bba6f992e8441.jpeg,"help, family, care, healthier, purell, hand, sanitizing, wipes, nt, want, think, true, illness, causing, germs, home, work, fact, 80, infections, transmitted, hands, keeping, hands, clean, good, condition, best, ways, prevent, illness, know, life, moves, fast, washing, hands, soap, water, option, purell, hand, sanitizing, wipes, multiple, occasions, day, conveniently, kills, germs, helps, reduce, spread, germs, cause, illness, purell, hand, sanitizing, wipes, proven, kill, common, germs, cause, illness, damaging, skin, pre, moistened, wipes, soft, textured, durable, gently, clean, hands, faces, dermatologist, tested, providing, safe, effective, cleaning, soap, water, available, individually, wrapped, hand, wipes, fit, pocket, bag, add, boxed, lunches, meal, trays, caring, touch, purell, hand, sanitizing, wipes, formulated, gentle, skin, free, harsh, preservatives, contain, dye, triclosan, parabens, phthalates, case, includes, 100, count, boxes, individually, wrapped, purell, hand, sanitizing, wipes, gojo, industries, purpose, driven, family, enterprise, invented, purell, brand, 30, years, ago, team, committed, use, best, science, available, world, healthier, place, purell, hand, sanitizing, wipes, simple, amenity, care, purell, wipes, convenient, gentle, way, kill, germs, stay, healthy, proven, kill, common, germs, cause, illness, damaging, skin, perfect, frequent, use, purell, wipes, formulated, gentle, skin, containing, harsh, chemicals, free, harsh, preservatives, contain, dye, triclosan, parabens, phthalates, individually, wrapped, hand, wipes, fit, pocket, bag, add, boxed, lunches, meal, trays, caring, touch, case, includes, 100, count, boxes, individually, wrapped, purell, hand, sanitizing, wipes, alcohol, formula",17.31,"pack, 300, purell, hand, sanitizing, wipes, alcohol, formula, fragrance, free, individually, wrapped, hand, wipes, 06, ec, wal, mart",2020-08-05,17.31,2,6,2020,8
5.0,10.0,2020-08-11 23:56:19+00:00,5.0,1.0,"personal, care, oral, care, toothbrushes, electric, toothbrushes, oral, b, electric, toothbrushes","oral, b","Oral-B Sensitive Gum Care Electric Toothbrush Replacement Brush Heads Refill, 3 Count",https://i5.walmartimages.com/asr/c4b31808-7488-4061-83c8-2e1099993d82_1.7c677bdedbd928e159669a3a1d4bb5e8.jpeg | https://i5.walmartimages.com/asr/35aa91fc-5132-48b4-9323-198fcdc0f7cb_1.27fc24a50a3e223378f25c72c1c7a718.jpeg | https://i5.walmartimages.com/asr/c19fb4f3-7f7c-47fe-b72c-3d72abef172f_1.9aa912ccf5848f45730a862f47b11045.jpeg | https://i5.walmartimages.com/asr/745fa2cf-f76d-42f3-8461-98a2dce05618_1.951bdaa9cec5134ef833e0eaecd5f312.jpeg | https://i5.walmartimages.com/asr/3e3aab6c-1f54-4f71-82b2-a49fd19e7740_1.63dbf377a87803f950c2bd98e9f4d5ee.jpeg | https://i5.walmartimages.com/asr/09019574-61fa-4dc9-b996-c037a20a9c9f_1.b3bff8e3be94b5cb40dbca0ad193abc5.jpeg,"oral, b, sensitive, gum, care, replacement, toothbrush, head, features, extra, soft, bristles, superior, gentle, clean, ideal, cleaning, sensitive, inflamedareas, round, brush, head, inspired, dental, professional, tools, tooth, tooththe, oral, b, sensitive, gum, care, replacement, toothbrush, head, features, extra, soft, bristles, superior, gentle, clean, ideal, cleaning, sensitive, inflamed, areas, round, brush, head, inspired, dental, professional, tools, tooth, tooth, clean, specially, engineered, bristles, optimal, tooth, coverage, regular, manual, toothbrush",22.99,"oral, b, sensitive, gum, care, electric, toothbrush, replacement, brush, heads, refill, 3, count, wal, mart",2020-08-11,22.99,1,23,2020,8
5.0,17.0,2020-08-18 15:28:04+00:00,0.0,0.0,"household, essentials, air, fresheners, spray, air, fresheners, trigger, spray, trigger, spray",ozium,"Ozium Air Sanitizer 0.8 oz Spray, Citrus Scent (4-PACK)",https://i5.walmartimages.com/asr/35f4b3ed-63ac-4d4e-81d5-5aa504dd4ac9.c389c9ea044290909d44bc54589a5ce3.jpeg,"ozium, air, cleaner, oz, spray, citrus, scent, 4, pack, kit, includes, ozium, oz, citrus, x4, product, info, ozium, aerosol, air, sanitizer, freshener, effectively, eliminate, bad, odors, sprayed, use, release, pleasant, fragrance, kills, odor, causing, bacteria, converts, smoke, particles, clean, fresh, air, epa, registered, features, glycol, ized, air, sanitizer, cleans, air, breathe, proven, effective, bacteriological, laboratory, testing, designed, reduce, airborne, bacteria, eliminate, smoke, odors, lighter, air, particles, remain, sprayed, area, hours, pack, 4x, convenient, oz, cans, citrus, scent, ozium, air, sanitizer, oz, spray, citrus, scent, 4, pack",18.25,"ozium, air, sanitizer, oz, spray, citrus, scent, 4, pack, wal, mart",2020-08-18,18.25,1,15,2020,8
5.0,1.0,2020-08-18 16:59:08+00:00,4.8,17.0,"household, essentials, paper, plastic, disposable, tabletop, plastic, cups",hefty,Hefty Party On! 18 oz. Cups 25 ct Pack,https://i5.walmartimages.com/asr/1bfc9952-26f2-4054-b507-22ce599dead6.4d41f7d3c651616887bbe18d4409c264.jpeg | https://i5.walmartimages.com/asr/beb8c056-0108-4fd3-8606-e2b9b60152df.c27e1e5ff953abb886e6ef3dd5f040a2.jpeg,"enjoy, party, worrying, dishes, broken, glassware, red, disposable, cups, durable, festive, cups, perfect, birthday, party, new, years, bash, holiday, plastic, cups, save, time, clean, party, everyday, meal, disposable, plastic, cups, perfect, occasion, plastic, disposable, cups, bpa, freehefty, 18, oz, red, cup, 25, ct",2.68,"hefty, party, 18, oz, cups, 25, ct, pack, wal, mart",2020-08-18,2.68,1,16,2020,8
5.0,6.0,2020-08-18 21:21:46+00:00,4.5,1055.0,"household, essentials, laundry, fabric, softener, downy, fabric, softener",downy,"Downy April Fresh 12 Loads Liquid Fabric Softener, 10 fl oz",https://i5.walmartimages.com/asr/c4c588d4-3bfa-4e84-ae36-3c94c979bd7b_1.3ab1ef7c9ffb79fd391133671141ef5b.jpeg | https://i5.walmartimages.com/asr/43e4d573-f291-4973-996f-0c4bf918d376_1.501696d7cfa80a7ea535cea629b2efaf.jpeg | https://i5.walmartimages.com/asr/ba35825d-3f0d-4004-93d1-f55e3fe1015e_1.921d27a55d43fee2faa01217cb73e806.jpeg | https://i5.walmartimages.com/asr/f9ff19dc-3100-4b94-a22c-9f065df47e16_1.e504440a868055c322dff1ba1dae7b1a.jpeg | https://i5.walmartimages.com/asr/ae013216-9f23-4511-bbe0-8144a431c4ef_1.bacf5a2113df8510b1a2186ce009c82c.jpeg | https://i5.walmartimages.com/asr/89c8e925-8f60-47f7-86b2-5b5d8bcaf879_1.cda6df0d5a6ea5f18f72b3127ac3b081.jpeg | https://i5.walmartimages.com/asr/cdf437ca-b952-4b57-8ccd-0b10589ea37d_1.98a494f80957adf69c609a66bf57bf9a.jpeg,"ready, upgrade, laundry, routine, add, downy, liquid, fabric, conditioner, preferred, detergent, fabric, softener, softens, freshens, wash, conditioning, clothes, helping, protect, fading, stretching, fuzz, mention, fights, static, wearing, favorite, sweater, cuddling, cozy, blanket, wo, nt, struggle, unwanted, static, cling, bring, bright, floral, freshness, loved, fabrics, scent, downy, april, fresh, downy, liquid, fabric, conditioner, simple, use, adding, detergent, washer, pour, capful, fabric, enhancer, washing, machines, softener, dispenser, agitator, laundry, room, loader, washing, machine, downy, liquid, fabric, conditioner, compatible, looking, softness, going, static, bay, try, downy, dryer, sheets, favorite, downy, scents, downy, april, fresh, liquid, fabric, conditioner, fabric, softener, 12, loads, 10, fl, oz, conditions, help, prevent, stretching, fading, fuzz, soften, freshen, clothes, downy, liquid, fabric, softener, fights, static, wrinkles, effortless, wear, wash, cozy, fresh, floral, scent, downy, april, fresh, measure, capful, pour, washing, machines, dispenser, detergent",2.94,"downy, april, fresh, 12, loads, liquid, fabric, softener, 10, fl, oz, wal, mart",2020-08-18,2.94,1,21,2020,8
5.0,6.0,2020-08-25 15:26:25+00:00,4.6,308.0,"household, essentials, air, fresheners, air, freshener, refills, air, freshener, refills",glade,"Glade PlugIns Refill 3 CT, Cashmere Woods, 2.01 FL. OZ. Total, Scented Oil Air Freshener Infused with Essential Oils",https://i5.walmartimages.com/asr/66950604-55a4-4ba4-8690-245d565c425a.9f13160f1b36fe4c801ec93e7d6d044f.jpeg | https://i5.walmartimages.com/asr/e7717206-ba77-4c5a-843c-bf8c93434874.f0409928db0178c9cfd66ddee5e22570.jpeg | https://i5.walmartimages.com/asr/6a49c3b8-655f-46a1-935a-38837dfa6699.e5ffb4a7c65991749b45f2bb5802244c.jpeg | https://i5.walmartimages.com/asr/aae5adc8-12a4-47d8-a35d-86ace68e2c64.3e6a9df3275b6021a3d302aeb09c2957.jpeg | https://i5.walmartimages.com/asr/d70b7263-ecff-448b-be70-aaac76f3e7f7.b47a2e5ae7293414801529ca4d9aa01d.jpeg | https://i5.walmartimages.com/asr/1205dbf2-13a9-4309-bce1-8cbc2e9e876f.df9d75aefbcac8c5a3725dc00ae9b3a0.jpeg | https://i5.walmartimages.com/asr/399ca562-248c-481c-b409-c1cbd1cd1304.d71d80b3f4cf4f18569b0c336805c85d.jpeg | https://i5.walmartimages.com/asr/7445929e-0668-458b-855f-f09db44940ff.b2d8d1fc366917e34087a2779a383a12.jpeg,"size, fit, creating, perfect, mood, outlet, away, glade, cashmere, woods, plugins, scented, oil, scent, diffuser, adjust, meet, fragrance, needs, simply, fill, scented, oil, warmer, refill, plug, freshen, room, long, lasting, scent, 50, days, low, setting, plug, air, freshener, warm, welcoming, patchouli, scent, flickers, end, todays, path, plug, new, completely, designed, adjustable, fragrance, warmer, 50, days, continuous, diffused, fragrance, glade, cashmere, woods, plugins, scented, oil, freshens, rooms, long, lasting, scented, oil, diffuser, air, freshener, home, use, room, living, room, bathroom, pride, fragrance",6.72,"glade, plugins, refill, 3, ct, cashmere, woods, fl, oz, total, scented, oil, air, freshener, infused, essential, oils, wal, mart",2020-08-25,6.72,1,15,2020,8
5.0,95.0,2020-08-25 22:58:20+00:00,4.3,19.0,"personal, care, oral, care, water, flossers, water, flossers",morpilot,"Morpilot Water Flosser for Teeth,Dental Floss with 4 Jet Nozzles and 200ml Reservoir,IPX7 Waterproof USB Rechargeable 3 Water Pressure and FDA Approved",https://i5.walmartimages.com/asr/68eb7efc-0c13-4221-82e1-1cc0b25a8fbc_1.747145c8728ed84c712c1d52443c3383.jpeg | https://i5.walmartimages.com/asr/57de5ec7-0752-4eef-a05b-850ac8a3c3ab_1.d04b1c44821e12024fb82d967d48efbd.jpeg | https://i5.walmartimages.com/asr/c9d8906b-c35c-49b5-96f6-fd1d3e423e69_1.f0feb619a89141affaa01e5d0fb50d47.jpeg | https://i5.walmartimages.com/asr/37d3286d-ccb3-4e27-8e56-563db58def75_1.004cf62ffabdb21f08577a7772aa3ed7.jpeg | https://i5.walmartimages.com/asr/3386bbba-cf11-4f98-abdc-3c8b3e22887b_1.5abfdd05eeb11cc2f64c039d9c33261f.jpeg | https://i5.walmartimages.com/asr/e176f816-cc7e-472d-976c-3023e6371a13_1.f8d5fb6e2dcb19a465f9388265a14520.jpeg | https://i5.walmartimages.com/asr/20fea1bc-1d4a-4c60-9428-4d818096b355_1.64b4d781b0f7c5825e0123e0fa6014a8.jpeg | https://i5.walmartimages.com/asr/2e063d5f-a320-48bf-90fc-4852844aeef4_1.df18084989aa09fd01ed9c2edd5adef2.jpeg,"morpilot, water, flossers, help, improve, oral, health, enjoy, cleaning, fresh, mouth, rechargeable, battery, compact, design, portable, water, flosser, great, travel, small, bathrooms, proven, remove, unsightly, unhealthy, plaque, treated, areas, teeth, look, noticeably, cleaner, coldless, water, flosser, include, 4, tips, nt, need, buy, extra, tip, short, time, unique, combination, dental, water, jet, pressure, pulsations, cleans, deep, teeth, gumline, removing, harmful, bacteria, debris, traditional, brushing, air, flossing, string, flossing, nt, reach, features, 3, modes, normal, optimal, cleaning, soft, gentle, cleaning, pulse, massage, cordless, portable, water, flosser, rechargeable, battery, 7, ounce, water, reservoir, lightweight, cordless, easy, use, tips, nt, let, water, aim, throat, eyes, allow, children, use, plays, check, battery, power, travel, base, attached, tightly, use, bathroom, choose, soft, mode, use, water, flosser, time, package, includes, 1, x, morpilot, water, flosser, 1, x, usb, cable, 4, x, jet, nozzles, 1, x, power, adapter, 1, x, waterproof, bag, healthier, gums, brighter, teeth, high, pressure, water, pulse, 1700, times, minute, 360, rotating, long, nozzle, water, flosser, deeply, cleaning, corner, precisely, traditional, brushing, reach, removes, stains, discoloration, surface, teeth, significantly, whiten, brighten, smile, 3, flossing, modes, memory, function, normal, standard, mode, soft, getle, mode, pulse, massage, mode, selectable, different, oral, care, needs, personalized, care, dental, jet, cordless, dental, water, flosser, memory, function, helps, preferable, mode, use, electric, water, flosser, turned, cordless, portable, small, size, portable, lithium, battery, charging, design, 1400ma, rechargeable, battery, charging, 4, hours, 7, 10, days, suitable, travel, charging, jet, teeth, washer, support, power, adpter, computer, car, charger, power, bank, charging, easily, cleanning, upgraded, removable, opening, water, tank, makes, cordless, water, flosser, easily, convenient, clean, limescale, bacteria, inside, water, tank",34.99,"morpilot, water, flosser, teeth, dental, floss, 4, jet, nozzles, 200ml, reservoir, ipx7, waterproof, usb, rechargeable, 3, water, pressure, fda, approved, wal, mart",2020-08-25,34.99,1,22,2020,8
